SOURCE_ID,PovertyEBK,geoDA_esti,P_VALUE,ASSOC_CAT
4765,74.226036,0,0.176,Not Significant
4766,82.983658,1,0.196,Not Significant
4767,65.90873,1,0.082,Low-Low
4768,99.983452,11,0.002,High-High
4769,63.645782,0,0.034,Low-Low
4770,55.369453,0,0.014,Low-Low
4771,64.422913,0,0.026,Low-Low
4772,63.152817,1,0.152,Not Significant
4773,70.098244,2,0.996,Not Significant
4774,94.605247,2,0.512,Not Significant
4775,79.135086,1,0.192,Not Significant
4776,99.336601,1,0.004,High-Low
4777,68.445427,1,0.134,Not Significant
4778,80.201393,0,0.986,Not Significant
4779,86.146606,0,0.014,High-Low
4780,87.277206,0,0.004,High-Low
4781,73.820419,1,0.782,Not Significant
4782,72.968239,0,0.156,Not Significant
4783,75.49691,0,0.276,Not Significant
4784,77.669487,0,0.61,Not Significant
4785,90.119225,0,0.002,High-Low
4786,83.545135,1,0.138,Not Significant
4787,97.827507,1,0.008,High-Low
4788,60.108379,0,0.014,Low-Low
4789,92.834282,0,0.002,High-Low
4790,71.711914,0,0.088,Low-Low
4791,70.410843,0,0.076,Low-Low
4792,76.302162,0,0.462,Not Significant
4793,92.9487,0,0.004,High-Low
4794,90.589592,0,0.002,High-Low
4795,58.819908,0,0.01,Low-Low
4796,68.178886,0,0.058,Low-Low
4797,92.839233,0,0.002,High-Low
4798,75.191536,1,0.566,Not Significant
4799,82.738503,2,0.888,Not Significant
4800,82.431702,0,0.114,Not Significant
4801,87.154015,1,0.132,Not Significant
4802,91.267944,0,0.002,High-Low
4803,82.194221,1,0.358,Not Significant
4804,72.154411,2,0.242,Not Significant
4805,91.630768,1,0.022,High-Low
4806,90.901703,0,0.002,High-Low
4807,68.717896,0,0.064,Low-Low
4808,72.470818,0,0.124,Not Significant
4809,96.362236,8,0.004,High-High
4810,53.217903,1,0.052,Low-Low
4811,41.429607,0,0.002,Low-Low
4812,66.031258,1,0.064,Low-Low
4813,89.562126,2,0.958,Not Significant
4814,61.556492,1,0.116,Not Significant
4815,75.592545,1,0.564,Not Significant
4816,88.673904,0,0.006,High-Low
4817,89.436981,0,0.002,High-Low
4818,86.523537,1,0.15,Not Significant
4819,80.036591,0,0.294,Not Significant
4820,88.002815,1,0.05,High-Low
4821,100,11,0.002,High-High
4822,66.889404,0,0.04,Low-Low
4823,94.446281,2,0.468,Not Significant
4824,79.901672,0,0.356,Not Significant
4825,70.987381,0,0.078,Low-Low
4826,72.439896,0,0.138,Not Significant
4827,94.33963,3,0.128,Not Significant
4828,92.134659,1,0.03,High-Low
4829,87.021889,0,0.006,High-Low
4830,62.541512,0,0.016,Low-Low
4831,90.604767,1,0.006,High-Low
4832,92.751633,0,0.002,High-Low
4833,85.609947,1,0.112,Not Significant
4834,64.687553,0,0.028,Low-Low
4835,88.071999,0,0.002,High-Low
4836,72.609856,0,0.128,Not Significant
4837,99.833862,11,0.002,High-High
4838,99.924309,8,0.002,High-High
4839,78.672913,1,0.966,Not Significant
4840,77.341141,0,0.546,Not Significant
4841,86.577782,2,0.882,Not Significant
4842,62.077225,1,0.118,Not Significant
4843,81.858032,1,0.322,Not Significant
4844,89.052902,0,0.004,High-Low
4845,87.18354,1,0.022,High-Low
4846,77.405518,0,0.582,Not Significant
4847,65.750465,0,0.028,Low-Low
4848,97.01149,1,0.004,High-Low
4849,76.174408,0,0.27,Not Significant
4850,67.477409,1,0.182,Not Significant
4851,84.033852,0,0.028,High-Low
4852,85.740669,0,0.026,High-Low
4853,69.954376,1,0.358,Not Significant
4854,88.033012,0,0.002,High-Low
4855,54.65144,1,0.056,Low-Low
4856,75.718712,0,0.438,Not Significant
4857,66.716118,0,0.052,Low-Low
4858,86.767181,0,0.004,High-Low
4859,99.998978,11,0.002,High-High
4860,82.738647,0,0.016,High-Low
4861,74.867989,0,0.32,Not Significant
4862,91.782158,0,0.004,High-Low
4863,98.434296,0,0.002,High-Low
4864,69.445137,0,0.042,Low-Low
4865,74.944138,1,0.582,Not Significant
4866,63.556652,1,0.066,Low-Low
4867,99.15435,3,0.032,High-High
4868,67.657631,0,0.04,Low-Low
4869,93.360962,2,0.42,Not Significant
4870,66.168068,0,0.084,Low-Low
4871,70.121925,0,0.072,Low-Low
4872,86.717628,1,0.142,Not Significant
4873,85.223953,1,0.118,Not Significant
4874,100,11,0.002,High-High
4875,63.884792,1,0.08,Low-Low
4876,99.403122,0,0.002,High-Low
4877,90.177109,1,0.036,High-Low
4878,46.972946,1,0.03,Low-Low
4879,68.200378,0,0.046,Low-Low
4880,65.610191,0,0.052,Low-Low
4881,49.493023,9,0.002,Low-High
4882,89.629517,0,0.004,High-Low
4883,86.081055,0,0.01,High-Low
4884,89.431175,2,0.074,High-Low
4885,70.357491,0,0.076,Low-Low
4886,84.201462,1,0.224,Not Significant
4887,75.76088,0,0.278,Not Significant
4888,92.925827,0,0.004,High-Low
4889,100,11,0.002,High-High
4890,83.921844,0,0.018,High-Low
4891,99.998764,19,0.002,High-High
4892,78.748405,3,0.468,Not Significant
4893,79.587357,1,0.568,Not Significant
4894,77.834984,0,0.398,Not Significant
4895,69.778175,0,0.06,Low-Low
4896,64.642174,0,0.028,Low-Low
4897,90.347412,0,0.006,High-Low
4898,82.881157,0,0.028,High-Low
4899,58.163509,0,0.01,Low-Low
4900,87.388168,0,0.012,High-Low
4901,98.806923,0,0.002,High-Low
4902,74.924026,0,0.268,Not Significant
4903,68.009315,0,0.038,Low-Low
4904,75.79718,0,0.362,Not Significant
4905,52.75251,0,0.006,Low-Low
4906,87.977707,0,0.004,High-Low
4907,72.389603,2,0.42,Not Significant
4908,65.424377,0,0.02,Low-Low
4909,71.821281,1,0.47,Not Significant
4910,68.328186,0,0.044,Low-Low
4911,45.1343,1,0.004,Low-Low
4912,88.872169,0,0.002,High-Low
4913,68.138786,0,0.054,Low-Low
4914,65.212097,0,0.034,Low-Low
4915,82.480247,0,0.014,High-Low
4916,81.931931,1,0.25,Not Significant
4917,99.671707,11,0.002,High-High
4918,82.806969,1,0.202,Not Significant
4919,98.959412,1,0.004,High-Low
4920,69.143974,0,0.056,Low-Low
4921,76.807297,0,0.384,Not Significant
4922,63.84922,1,0.178,Not Significant
4923,66.079651,0,0.04,Low-Low
4924,99.58979,1,0.004,High-Low
4925,66.998276,0,0.038,Low-Low
4926,86.456276,1,0.07,High-Low
4927,82.015656,1,0.204,Not Significant
4928,100,11,0.002,High-High
4929,94.122276,1,0.002,High-Low
4930,85.609985,0,0.046,High-Low
4931,68.032028,1,0.114,Not Significant
4932,83.681763,1,0.254,Not Significant
4933,93.511589,0,0.002,High-Low
4934,77.943733,1,0.806,Not Significant
4935,84.077034,0,0.022,High-Low
4936,66.571014,1,0.264,Not Significant
4937,83.121605,0,0.068,High-Low
4938,80.477715,0,0.52,Not Significant
4939,80.004807,0,0.962,Not Significant
4940,98.935799,11,0.002,High-High
4941,86.173492,2,0.746,Not Significant
4942,88.362381,0,0.004,High-Low
4943,88.031914,0,0.006,High-Low
4944,71.14238,0,0.182,Not Significant
4945,90.099548,0,0.01,High-Low
4946,60.313671,1,0.036,Low-Low
4947,73.404388,2,0.768,Not Significant
4948,56.510979,1,0.048,Low-Low
4950,64.108772,0,0.04,Low-Low
4951,87.856918,0,0.006,High-Low
4952,99.449982,19,0.002,High-High
4953,88.734329,2,0.266,Not Significant
4954,88.86499,0,0.004,High-Low
4955,80.545921,2,0.698,Not Significant
4956,68.734505,1,0.192,Not Significant
4957,65.418777,0,0.034,Low-Low
4958,84.865913,1,0.264,Not Significant
4959,91.111877,0,0.002,High-Low
4960,78.542953,0,0.448,Not Significant
4961,82.655891,1,0.406,Not Significant
4962,82.10508,0,0.118,Not Significant
4963,73.341873,0,0.164,Not Significant
4964,82.544502,0,0.09,High-Low
4965,77.077705,0,0.466,Not Significant
4966,79.615822,0,0.844,Not Significant
4967,95.448219,1,0.006,High-Low
4968,96.123718,2,0.612,Not Significant
4969,74.385635,0,0.508,Not Significant
4970,62.194927,0,0.01,Low-Low
4971,98.617592,0,0.002,High-Low
4972,89.519287,0,0.006,High-Low
4973,80.167725,0,0.258,Not Significant
4974,66.722412,0,0.038,Low-Low
4975,86.593544,0,0.092,High-Low
4976,68.017578,3,0.008,Low-High
4977,89.564041,0,0.006,High-Low
4978,74.636765,0,0.132,Not Significant
4979,82.648819,0,0.102,Not Significant
4980,88.678017,1,0.194,Not Significant
4981,77.219818,0,0.528,Not Significant
4982,74.551399,0,0.168,Not Significant
4983,64.067917,2,0.816,Not Significant
4984,92.670784,0,0.002,High-Low
4985,99.385201,10,0.002,High-High
4986,52.92981,0,0.006,Low-Low
4987,83.146324,2,0.886,Not Significant
4988,77.948441,0,0.722,Not Significant
4989,78.700554,0,0.59,Not Significant
4990,71.832611,0,0.1,Low-Low
4991,84.819733,0,0.016,High-Low
4992,75.361702,0,0.244,Not Significant
4993,74.045723,1,0.802,Not Significant
4994,75.740082,0,0.272,Not Significant
4995,100,11,0.002,High-High
4996,67.475967,1,0.198,Not Significant
4997,87.525101,0,0.004,High-Low
4998,86.049583,0,0.004,High-Low
4999,75.163055,1,0.736,Not Significant
5000,90.279907,1,0.03,High-Low
5001,89.765732,2,0.444,Not Significant
5002,61.236172,0,0.016,Low-Low
5003,62.556515,1,0.14,Not Significant
5004,61.446743,1,0.096,Low-Low
5005,60.132668,0,0.01,Low-Low
5006,88.552521,0,0.006,High-Low
5007,57.161629,0,0.018,Low-Low
5008,70.72744,0,0.086,Low-Low
5009,90.356117,0,0.002,High-Low
5010,92.392723,3,0.706,Not Significant
5011,100,19,0.002,High-High
5012,81.14386,1,0.28,Not Significant
5013,100,11,0.002,High-High
5014,72.097527,0,0.082,Low-Low
5015,73.499565,0,0.19,Not Significant
5016,72.825493,0,0.098,Low-Low
5017,94.976631,1,0.154,Not Significant
5018,69.38562,0,0.04,Low-Low
5019,77.636093,1,0.894,Not Significant
5020,87.533073,1,0.044,High-Low
5021,50.480686,16,0.002,Low-High
5022,64.204468,0,0.026,Low-Low
5023,85.274597,0,0.012,High-Low
5024,92.538322,2,0.52,Not Significant
5025,58.101685,1,0.052,Low-Low
5026,56.467369,3,0.002,Low-High
5027,66.406189,0,0.04,Low-Low
5028,69.84639,0,0.078,Low-Low
5029,84.408066,0,0.01,High-Low
5030,59.895458,0,0.014,Low-Low
5031,99.356361,18,0.002,High-High
5032,66.764221,0,0.07,Low-Low
5033,89.363579,0,0.004,High-Low
5034,64.960258,0,0.036,Low-Low
5035,70.229515,1,0.254,Not Significant
5036,71.088547,1,0.394,Not Significant
5037,70.149353,0,0.07,Low-Low
5038,94.299339,0,0.004,High-Low
5039,78.870537,0,0.766,Not Significant
5040,76.26503,1,0.79,Not Significant
5041,88.411873,0,0.006,High-Low
5042,73.543373,0,0.144,Not Significant
5043,69.491119,0,0.056,Low-Low
5044,78.150803,1,0.63,Not Significant
5045,95.82505,2,0.31,Not Significant
5046,64.335129,0,0.028,Low-Low
5047,72.005966,1,0.442,Not Significant
5048,84.244392,2,0.82,Not Significant
5049,73.503815,0,0.168,Not Significant
5050,87.577667,1,0.064,High-Low
5051,56.194065,0,0.008,Low-Low
5052,70.147377,0,0.076,Low-Low
5053,89.645462,0,0.002,High-Low
5054,72.814743,0,0.102,Not Significant
5055,79.155846,0,0.836,Not Significant
5056,78.939117,1,0.444,Not Significant
5057,78.127136,1,0.802,Not Significant
5058,79.657387,1,0.442,Not Significant
5059,97.313934,6,0.002,High-High
5060,65.673149,2,0.106,Not Significant
5061,86.685585,0,0.004,High-Low
5062,81.395485,0,0.23,Not Significant
5063,99.385925,3,0.004,High-High
5064,75.898827,1,1,Not Significant
5065,100,11,0.002,High-High
5066,74.802368,1,0.614,Not Significant
5067,83.095299,1,0.224,Not Significant
5068,71.374855,1,0.508,Not Significant
5069,87.950508,1,0.014,High-Low
5070,74.028252,1,0.55,Not Significant
5071,92.427216,1,0.016,High-Low
5072,80.974236,1,0.526,Not Significant
5073,78.954727,0,0.84,Not Significant
5074,46.677902,1,0.038,Low-Low
5075,74.067261,0,0.216,Not Significant
5076,90.974899,0,0.002,High-Low
5077,82.072067,0,0.142,Not Significant
5078,88.91922,1,0.39,Not Significant
5079,81.05764,0,0.346,Not Significant
5080,89.467171,0,0.002,High-Low
5081,82.747307,1,0.224,Not Significant
5082,93.448814,0,0.002,High-Low
5083,100,12,0.002,High-High
5084,99.711029,11,0.002,High-High
5085,69.00766,0,0.054,Low-Low
5086,59.184208,0,0.036,Low-Low
5087,92.624519,0,0.002,High-Low
5088,75.489784,0,0.64,Not Significant
5089,68.658531,0,0.042,Low-Low
5090,61.29298,1,0.056,Low-Low
5091,95.666107,1,0.01,High-Low
5092,89.535789,0,0.002,High-Low
5093,75.517662,0,0.286,Not Significant
5094,82.689102,0,0.068,High-Low
5095,89.453476,2,0.438,Not Significant
5096,67.307976,0,0.04,Low-Low
5097,87.303833,1,0.128,Not Significant
5098,62.772209,1,0.044,Low-Low
5099,100,20,0.002,High-High
5100,69.362518,0,0.04,Low-Low
5101,66.284538,1,0.174,Not Significant
5102,61.828979,0,0.022,Low-Low
5103,93.862007,2,0.486,Not Significant
5104,97.883926,0,0.002,High-Low
5105,99.317101,1,0.008,High-Low
5106,71.596169,1,0.418,Not Significant
5107,76.051994,0,0.338,Not Significant
5108,68.350891,0,0.058,Low-Low
5109,75.757088,1,0.668,Not Significant
5110,91.386101,0,0.002,High-Low
5111,99.585869,10,0.002,High-High
5112,75.049416,1,0.61,Not Significant
5113,71.976105,0,0.1,Low-Low
5114,73.776756,0,0.15,Not Significant
5115,88.220383,0,0.002,High-Low
5116,87.888153,1,0.01,High-Low
5117,60.732777,0,0.008,Low-Low
5118,91.382965,0,0.002,High-Low
5119,71.526543,0,0.088,Low-Low
5120,72.130043,0,0.108,Not Significant
5121,74.505615,0,0.272,Not Significant
5122,90.897606,0,0.002,High-Low
5123,90.328918,1,0.006,High-Low
5124,60.102879,0,0.014,Low-Low
5125,65.225899,0,0.018,Low-Low
5126,75.234673,1,0.566,Not Significant
5127,93.775276,0,0.002,High-Low
5128,82.129951,0,0.098,High-Low
5129,100,20,0.002,High-High
5130,85.238846,1,0.128,Not Significant
5131,90.899567,0,0.002,High-Low
5132,80.035347,1,0.656,Not Significant
5133,72.181313,2,0.418,Not Significant
5134,71.259087,1,0.97,Not Significant
5135,75.2099,0,0.308,Not Significant
5136,73.140602,0,0.206,Not Significant
5137,72.863754,0,0.15,Not Significant
5138,92.462112,5,0.016,High-High
5140,43.945633,0,0.004,Low-Low
5141,99.956741,19,0.002,High-High
5142,88.259712,0,0.01,High-Low
5143,59.499683,0,0.012,Low-Low
5144,75.010048,1,0.686,Not Significant
5145,84.825256,1,0.064,High-Low
5146,90.367714,0,0.002,High-Low
5147,71.21785,0,0.084,Low-Low
5148,82.147064,0,0.168,Not Significant
5149,99.519012,14,0.002,High-High
5150,86.263741,1,0.102,Not Significant
5151,99.997673,11,0.002,High-High
5152,69.735809,0,0.066,Low-Low
5153,72.67292,0,0.122,Not Significant
5154,78.28286,0,0.87,Not Significant
5155,99.983055,11,0.002,High-High
5156,73.193855,0,0.132,Not Significant
5157,91.82682,1,0.022,High-Low
5158,71.034111,1,0.314,Not Significant
5159,75.497337,0,0.258,Not Significant
5160,94.393761,2,0.128,Not Significant
5161,68.518036,1,0.238,Not Significant
5162,91.745209,1,0.042,High-Low
5163,88.352913,0,0.008,High-Low
5164,62.575954,0,0.01,Low-Low
5165,73.518837,2,0.754,Not Significant
5166,92.086731,0,0.002,High-Low
5167,92.270828,0,0.004,High-Low
5168,92.985191,1,0.002,High-Low
5169,85.727188,0,0.006,High-Low
5170,100,11,0.002,High-High
5171,88.853859,0,0.002,High-Low
5172,99.844513,18,0.002,High-High
5173,75.869217,0,0.228,Not Significant
5174,86.1605,2,0.838,Not Significant
5175,95.2976,0,0.002,High-Low
5176,84.935448,1,0.034,High-Low
5177,90.214981,0,0.002,High-Low
5178,89.570808,1,0.006,High-Low
5179,71.772278,1,0.238,Not Significant
5180,96.89782,1,0.008,High-Low
5181,79.147537,1,0.418,Not Significant
5182,99.996719,10,0.002,High-High
5183,85.714584,0,0.008,High-Low
5184,66.449631,0,0.038,Low-Low
5185,84.442459,0,0.022,High-Low
5186,72.497887,1,0.464,Not Significant
5187,53.617065,1,0.052,Low-Low
5188,80.197449,0,0.57,Not Significant
5189,83.812935,2,0.892,Not Significant
5190,86.836334,0,0.006,High-Low
5191,74.48365,0,0.212,Not Significant
5192,89.466743,1,0.638,Not Significant
5193,91.833374,0,0.002,High-Low
5194,97.97084,0,0.002,High-Low
5195,84.632545,2,0.494,Not Significant
5196,62.578648,1,0.152,Not Significant
5197,62.282051,1,0.056,Low-Low
5198,63.07864,1,0.176,Not Significant
5199,76.910202,0,0.37,Not Significant
5200,94.210136,2,0.426,Not Significant
5201,69.031212,0,0.048,Low-Low
5202,86.291458,1,0.102,Not Significant
5203,82.586555,1,0.272,Not Significant
5204,99.950188,10,0.002,High-High
5205,71.630424,0,0.196,Not Significant
5206,93.067482,0,0.002,High-Low
5207,87.991875,0,0.004,High-Low
5208,51.015034,1,0.054,Low-Low
5209,72.372177,0,0.098,Low-Low
5210,71.606781,0,0.094,Low-Low
5211,53.742947,4,0.002,Low-High
5212,90.399696,0,0.01,High-Low
5213,73.667809,0,0.204,Not Significant
5214,83.701241,0,0.026,High-Low
5215,62.683079,0,0.012,Low-Low
5216,84.692818,1,0.21,Not Significant
5217,98.676025,10,0.002,High-High
5218,79.127174,1,0.772,Not Significant
5219,76.612076,0,0.424,Not Significant
5220,99.983452,11,0.002,High-High
5221,83.574272,1,0.1,High-Low
5222,94.93528,0,0.006,High-Low
5223,100,11,0.002,High-High
5224,84.519737,0,0.014,High-Low
5225,96.613655,1,0.694,Not Significant
5226,89.285606,0,0.004,High-Low
5227,79.241776,3,0.942,Not Significant
5228,73.875015,0,0.234,Not Significant
5229,90.558815,2,0.546,Not Significant
5230,64.882591,0,0.024,Low-Low
5231,87.744568,0,0.006,High-Low
5232,61.412079,0,0.016,Low-Low
5233,88.770676,0,0.004,High-Low
5234,83.641716,0,0.018,High-Low
5235,75.193512,0,0.25,Not Significant
5236,68.309196,0,0.05,Low-Low
5237,74.887131,0,0.342,Not Significant
5238,50.619141,0,0.03,Low-Low
5239,84.505913,1,0.12,Not Significant
5240,71.800735,2,0.31,Not Significant
5241,53.755894,1,0.016,Low-Low
5242,63.524883,0,0.018,Low-Low
5243,72.983047,1,0.67,Not Significant
5244,68.692368,0,0.046,Low-Low
5245,40.894199,1,0.012,Low-Low
5246,64.59314,0,0.018,Low-Low
5247,66.928833,0,0.036,Low-Low
5248,88.908798,0,0.002,High-Low
5249,91.613655,0,0.006,High-Low
5250,79.554787,0,0.802,Not Significant
5251,99.751053,11,0.002,High-High
5252,80.919708,1,0.462,Not Significant
5253,98.820778,0,0.004,High-Low
5254,74.052063,0,0.198,Not Significant
5255,67.206245,1,0.24,Not Significant
5256,75.268127,0,0.43,Not Significant
5257,99.449593,1,0.004,High-Low
5258,64.603027,0,0.024,Low-Low
5259,59.546673,1,0.088,Low-Low
5260,92.21888,0,0.004,High-Low
5261,82.497482,0,0.134,Not Significant
5262,93.242928,0,0.002,High-Low
5263,93.532166,0,0.004,High-Low
5264,85.918449,0,0.032,High-Low
5265,75.054008,1,0.708,Not Significant
5266,72.575554,3,0.056,Low-High
5267,77.622429,1,0.894,Not Significant
5268,84.128426,0,0.01,High-Low
5269,72.764732,1,0.51,Not Significant
5270,77.569862,5,0.9,Not Significant
5271,81.323082,1,0.306,Not Significant
5272,98.16333,10,0.002,High-High
5273,85.06575,1,0.242,Not Significant
5274,91.138741,1,0.006,High-Low
5275,78.825989,0,0.872,Not Significant
5276,91.031815,0,0.006,High-Low
5277,70.155861,2,0.73,Not Significant
5278,97.825233,1,0.006,High-Low
5279,91.60453,1,0.02,High-Low
5280,84.343567,1,0.244,Not Significant
5281,60.641731,0,0.012,Low-Low
5282,99.06163,3,0.016,High-High
5283,79.681396,1,0.22,Not Significant
5284,53.217297,1,0.06,Low-Low
5285,76.076363,0,0.294,Not Significant
5286,66.309601,0,0.034,Low-Low
5287,85.276184,0,0.008,High-Low
5288,88.758522,0,0.002,High-Low
5289,80.545151,2,0.8,Not Significant
5290,66.617958,0,0.044,Low-Low
5291,82.921852,0,0.318,Not Significant
5292,90.206757,0,0.002,High-Low
5293,81.881195,1,0.98,Not Significant
5294,82.53624,0,0.036,High-Low
5295,72.838066,0,0.176,Not Significant
5296,80.418419,0,0.226,Not Significant
5297,75.832039,0,0.356,Not Significant
5298,81.244568,0,0.32,Not Significant
5299,85.291084,0,0.018,High-Low
5300,96.517525,2,0.878,Not Significant
5301,76.975258,0,0.54,Not Significant
5302,98.831337,0,0.002,High-Low
5303,89.267036,0,0.002,High-Low
5304,67.263229,0,0.04,Low-Low
5305,76.130615,0,0.514,Not Significant
5306,77.246147,0,0.506,Not Significant
5307,87.070412,1,0.018,High-Low
5308,68.362579,3,0.002,Low-High
5309,92.567299,0,0.002,High-Low
5310,77.117638,0,0.234,Not Significant
5311,60.35495,0,0.012,Low-Low
5312,99.445938,18,0.002,High-High
5313,72.97403,0,0.13,Not Significant
5314,67.917686,0,0.038,Low-Low
5315,89.35231,1,0.016,High-Low
5316,59.141048,1,0.158,Not Significant
5317,90.960274,1,0.002,High-Low
5318,99.821419,14,0.002,High-High
5319,44.441402,0,0.004,Low-Low
5320,82.69873,2,0.954,Not Significant
5321,62.915405,1,0.094,Low-Low
5322,64.528999,0,0.034,Low-Low
5323,75.180252,1,0.554,Not Significant
5324,72.471451,0,0.088,Low-Low
5325,74.767273,0,0.174,Not Significant
5326,79.234741,0,0.88,Not Significant
5327,100,11,0.002,High-High
5328,94.194336,0,0.002,High-Low
5329,67.458878,1,0.458,Not Significant
5330,87.322311,0,0.004,High-Low
5331,88.74408,0,0.004,High-Low
5332,89.392365,1,0.032,High-Low
5333,98.829704,16,0.002,High-High
5334,60.407486,0,0.01,Low-Low
5335,61.142494,0,0.01,Low-Low
5336,62.227585,1,0.126,Not Significant
5337,77.470596,1,0.708,Not Significant
5338,88.251816,1,0.044,High-Low
5339,78.492958,0,0.592,Not Significant
5340,94.963905,12,0.002,High-High
5341,69.029945,0,0.06,Low-Low
5342,89.326431,1,0.04,High-Low
5343,99.988472,19,0.002,High-High
5344,92.763298,0,0.002,High-Low
5345,82.279541,1,0.324,Not Significant
5346,100,11,0.002,High-High
5347,73.359825,0,0.476,Not Significant
5348,80.635658,0,0.86,Not Significant
5349,95.446381,2,0.382,Not Significant
5350,100,15,0.002,High-High
5351,72.936874,0,0.14,Not Significant
5352,76.99292,1,0.742,Not Significant
5353,77.71328,0,0.992,Not Significant
5354,69.770348,15,0.002,Low-High
5355,90.051117,0,0.002,High-Low
5356,67.346565,0,0.042,Low-Low
5357,85.252731,0,0.008,High-Low
5358,92.523148,2,0.552,Not Significant
5359,56.469669,1,0.07,Low-Low
5360,57.670891,1,0.824,Not Significant
5361,57.412598,0,0.012,Low-Low
5362,63.513859,0,0.028,Low-Low
5363,85.933731,0,0.008,High-Low
5364,65.534286,0,0.018,Low-Low
5365,100,18,0.002,High-High
5366,57.105556,3,0.002,Low-High
5367,57.890347,0,0.012,Low-Low
5368,71.590508,1,0.418,Not Significant
5369,74.730659,0,0.186,Not Significant
5370,72.032791,0,0.104,Not Significant
5371,93.614365,0,0.004,High-Low
5372,79.056473,0,0.88,Not Significant
5373,88.453728,0,0.006,High-Low
5374,67.422577,0,0.032,Low-Low
5375,69.864899,0,0.054,Low-Low
5376,80.811501,1,0.656,Not Significant
5377,92.789497,1,0.032,High-Low
5378,63.459557,0,0.024,Low-Low
5379,85.772064,2,0.876,Not Significant
5380,74.167702,0,0.224,Not Significant
5381,89.703514,2,0.644,Not Significant
5382,60.217556,0,0.02,Low-Low
5383,74.37767,0,0.182,Not Significant
5384,67.855591,0,0.022,Low-Low
5385,61.420746,0,0.022,Low-Low
5386,84.931618,0,0.044,High-Low
5387,80.720718,1,0.566,Not Significant
5388,100,12,0.002,High-High
5389,63.633865,1,0.116,Not Significant
5390,87.848343,0,0.004,High-Low
5391,82.052025,0,0.11,Not Significant
5392,91.188217,9,0.002,High-High
5393,70.868835,3,0.006,Low-High
5394,77.462761,1,0.936,Not Significant
5395,100,12,0.002,High-High
5396,77.841888,0,0.616,Not Significant
5397,83.207436,1,0.236,Not Significant
5398,89.963272,2,0.576,Not Significant
5399,94.34655,0,0.002,High-Low
5400,74.894424,1,0.578,Not Significant
5401,91.246971,1,0.006,High-Low
5402,80.991348,1,0.526,Not Significant
5403,79.500893,0,0.934,Not Significant
5404,43.687298,1,0.018,Low-Low
5405,94.788155,0,0.002,High-Low
5406,70.716904,0,0.1,Low-Low
5407,77.586021,0,0.286,Not Significant
5408,74.862366,0,0.25,Not Significant
5409,99.62925,19,0.002,High-High
5410,87.868759,2,0.666,Not Significant
5411,78.888191,0,0.436,Not Significant
5412,92.173996,0,0.002,High-Low
5413,100,15,0.002,High-High
5414,98.753632,10,0.002,High-High
5415,71.582886,0,0.148,Not Significant
5416,60.429817,0,0.014,Low-Low
5417,82.231659,0,0.098,High-Low
5418,65.970451,0,0.044,Low-Low
5419,59.50045,0,0.014,Low-Low
5420,94.646378,1,0.008,High-Low
5421,87.45285,0,0.006,High-Low
5422,80.448822,0,0.244,Not Significant
5423,96.607018,0,0.27,Not Significant
5424,68.159683,0,0.028,Low-Low
5425,84.588272,1,0.162,Not Significant
5426,68.867584,0,0.06,Low-Low
5427,99.798264,18,0.002,High-High
5428,99.617554,13,0.002,High-High
5429,55.494373,0,0.004,Low-Low
5430,70.801559,0,0.028,Low-Low
5431,60.655113,1,0.068,Low-Low
5432,63.049755,0,0.066,Low-Low
5433,93.415329,1,0.01,High-Low
5434,71.38327,1,0.396,Not Significant
5435,72.121208,0,0.196,Not Significant
5436,71.664024,0,0.094,Low-Low
5437,87.30423,0,0.004,High-Low
5438,76.393028,0,0.45,Not Significant
5439,86.250984,0,0.012,High-Low
5440,73.593826,0,0.142,Not Significant
5441,82.853004,0,0.058,High-Low
5442,70.128723,0,0.054,Low-Low
5443,87.876717,0,0.006,High-Low
5444,61.558727,0,0.018,Low-Low
5445,78.137703,0,0.63,Not Significant
5446,71.363243,0,0.088,Low-Low
5447,73.15049,0,0.136,Not Significant
5448,73.575829,0,0.35,Not Significant
5449,95.23864,0,0.002,High-Low
5450,89.876419,0,0.002,High-Low
5451,62.790516,0,0.018,Low-Low
5452,60.354248,0,0.03,Low-Low
5453,99.979424,19,0.002,High-High
5454,92.453033,0,0.002,High-Low
5455,81.172974,0,0.158,Not Significant
5456,100,20,0.002,High-High
5457,85.994148,1,0.054,High-Low
5458,89.824326,1,0.016,High-Low
5459,90.530945,0,0.004,High-Low
5460,100,10,0.002,High-High
5461,71.902161,2,0.422,Not Significant
5462,84.906212,1,0.06,High-Low
5463,76.128197,0,0.342,Not Significant
5464,70.499969,0,0.094,Low-Low
5465,67.003281,0,0.06,Low-Low
5466,68.845932,0,0.056,Low-Low
5468,47.199062,0,0.004,Low-Low
5469,72.720619,0,0.094,Low-Low
5470,88.714577,2,0.686,Not Significant
5471,57.602951,0,0.016,Low-Low
5472,71.600876,2,0.034,Low-High
5473,85.460732,0,0.006,High-Low
5474,91.400574,1,0.014,High-Low
5475,75.045174,0,0.402,Not Significant
5476,92.620972,0,0.002,High-Low
5477,76.284477,1,0.99,Not Significant
5478,99.956902,11,0.002,High-High
5479,70.622757,0,0.078,Low-Low
5480,98.07579,19,0.002,High-High
5481,72.357956,0,0.138,Not Significant
5482,78.768341,0,0.858,Not Significant
5483,99.989227,11,0.002,High-High
5484,73.554573,0,0.224,Not Significant
5485,91.297333,1,0.022,High-Low
