SOURCE_ID,PovertyEBK,geoDA_esti,P_VALUE,ASSOC_CAT
2243,62.401119,1,0.146,Not Significant
2244,90.20665,18,0.002,High-High
2245,90.187843,1,0.016,High-Low
2246,99.639595,12,0.002,High-High
2247,57.296478,0,0.008,Low-Low
2248,74.597473,0,0.234,Not Significant
2249,58.141167,1,0.044,Low-Low
2250,64.022804,0,0.028,Low-Low
2251,72.527,3,0.004,Low-High
2252,56.103821,0,0.022,Low-Low
2253,60.929306,0,0.026,Low-Low
2254,83.628746,0,0.03,High-Low
2255,66.423157,0,0.042,Low-Low
2256,99.951553,18,0.002,High-High
2257,92.475189,1,0.212,Not Significant
2258,93.056442,3,0.072,High-High
2259,75.994553,0,0.43,Not Significant
2260,78.878334,0,0.504,Not Significant
2261,90.480858,0,0.002,High-Low
2262,75.464912,0,0.33,Not Significant
2263,71.757568,0,0.078,Low-Low
2264,72.991882,0,0.118,Not Significant
2265,98.720642,0,0.002,High-Low
2266,64.404205,0,0.026,Low-Low
2267,88.469978,1,0.078,High-Low
2268,72.910797,2,0.232,Not Significant
2269,88.395966,0,0.002,High-Low
2270,91.829048,2,0.686,Not Significant
2271,73.858009,0,0.178,Not Significant
2272,87.965736,1,0.06,High-Low
2273,63.056984,0,0.014,Low-Low
2274,74.300873,0,0.23,Not Significant
2275,69.018791,2,0.274,Not Significant
2276,76.747177,0,0.994,Not Significant
2277,78.078384,1,0.468,Not Significant
2278,91.474457,0,0.086,High-Low
2279,74.522881,0,0.206,Not Significant
2280,59.976177,2,0.516,Not Significant
2281,78.816467,0,0.944,Not Significant
2282,86.510498,0,0.012,High-Low
2283,72.468109,0,0.13,Not Significant
2284,92.01442,1,0.2,Not Significant
2285,86.095116,1,0.1,High-Low
2286,72.39183,3,0.006,Low-High
2287,98.854408,3,0.02,High-High
2288,81.343163,0,0.992,Not Significant
2289,70.694611,0,0.056,Low-Low
2290,99.983658,16,0.002,High-High
2291,77.454048,1,0.638,Not Significant
2292,72.864937,1,0.432,Not Significant
2293,99.62925,19,0.002,High-High
2294,99.476517,10,0.002,High-High
2295,60.131214,0,0.014,Low-Low
2296,83.586761,0,0.048,High-Low
2297,88.962372,2,0.658,Not Significant
2298,74.444458,1,0.542,Not Significant
2299,97.634933,8,0.002,High-High
2300,73.088646,0,0.106,Not Significant
2301,80.400642,1,0.316,Not Significant
2302,71.436653,1,0.724,Not Significant
2303,70.13475,0,0.052,Low-Low
2304,89.116653,0,0.002,High-Low
2305,47.527222,0,0.01,Low-Low
2306,70.399933,0,0.054,Low-Low
2307,90.122879,2,0.664,Not Significant
2308,96.101341,3,0.01,High-High
2309,79.503174,2,0.718,Not Significant
2310,65.518822,0,0.022,Low-Low
2311,72.589066,0,0.148,Not Significant
2312,94.127747,1,0.016,High-Low
2313,71.098907,0,0.166,Not Significant
2314,56.178974,1,0.072,Low-Low
2315,93.40799,1,0.008,High-Low
2316,69.310844,0,0.056,Low-Low
2317,75.709251,0,0.32,Not Significant
2318,93.758148,2,0.646,Not Significant
2319,61.824627,0,0.024,Low-Low
2320,76.511368,0,0.462,Not Significant
2321,86.606552,1,0.04,High-Low
2322,93.053307,0,0.002,High-Low
2323,67.101784,1,0.196,Not Significant
2324,100,19,0.002,High-High
2325,94.675774,2,0.634,Not Significant
2326,92.236427,1,0.022,High-Low
2327,56.832001,0,0.006,Low-Low
2328,86.202095,0,0.124,Not Significant
2329,61.874878,0,0.04,Low-Low
2330,62.813892,0,0.034,Low-Low
2331,99.413574,1,0.006,High-Low
2332,76.351654,1,0.666,Not Significant
2333,81.150917,0,0.226,Not Significant
2334,95.856346,1,0.004,High-Low
2335,75.789024,1,0.6,Not Significant
2336,90.700264,0,0.002,High-Low
2337,67.743744,1,0.116,Not Significant
2338,77.194328,0,0.328,Not Significant
2339,68.549774,0,0.044,Low-Low
2340,88.153275,0,0.008,High-Low
2341,78.797653,1,0.968,Not Significant
2342,89.793274,2,0.622,Not Significant
2343,97.615715,1,0.006,High-Low
2344,89.691223,0,0.002,High-Low
2345,91.266029,0,0.002,High-Low
2346,99.851318,19,0.002,High-High
2347,71.466232,1,0.256,Not Significant
2348,93.767639,2,0.05,High-Low
2349,91.645531,2,0.698,Not Significant
2350,69.990028,0,0.078,Low-Low
2351,61.23032,0,0.014,Low-Low
2352,99.348183,1,0.006,High-Low
2353,74.86351,0,0.472,Not Significant
2354,74.389221,0,0.49,Not Significant
2355,99.98114,20,0.002,High-High
2356,85.446938,1,0.138,Not Significant
2357,90.117035,0,0.006,High-Low
2358,74.851967,1,0.52,Not Significant
2359,82.683556,1,0.29,Not Significant
2360,67.819534,0,0.066,Low-Low
2361,70.342834,0,0.082,Low-Low
2362,99.139633,6,0.002,High-High
2363,99.79731,10,0.002,High-High
2364,92.895401,1,0.008,High-Low
2365,74.778038,0,0.212,Not Significant
2366,70.478699,0,0.074,Low-Low
2367,86.269005,0,0.002,High-Low
2368,71.244598,0,0.136,Not Significant
2369,71.747963,3,0.016,Low-High
2370,53.689735,1,0.062,Low-Low
2371,83.384132,0,0.068,High-Low
2372,67.335373,1,0.098,Low-Low
2373,45.985882,0,0.004,Low-Low
2374,66.959351,0,0.034,Low-Low
2375,89.319702,1,0.072,High-Low
2376,60.73423,0,0.012,Low-Low
2377,65.160179,1,0.066,Low-Low
2378,69.507027,0,0.064,Low-Low
2379,84.616859,0,0.002,High-Low
2380,87.70739,0,0.004,High-Low
2381,75.784363,0,0.422,Not Significant
2382,80.23951,0,0.512,Not Significant
2383,91.733856,0,0.002,High-Low
2384,89.574348,0,0.002,High-Low
2385,57.572689,0,0.004,Low-Low
2386,67.767479,1,0.118,Not Significant
2387,71.103188,0,0.106,Not Significant
2388,94.447556,1,0.04,High-Low
2389,83.333984,1,0.172,Not Significant
2390,78.921799,0,0.968,Not Significant
2391,61.969196,1,0.116,Not Significant
2392,85.538391,0,0.008,High-Low
2393,55.749355,1,0.058,Low-Low
2394,86.34314,2,0.298,Not Significant
2395,64.171608,1,0.188,Not Significant
2396,89.155624,1,0.07,High-Low
2397,69.663307,0,0.054,Low-Low
2398,89.584961,1,0.034,High-Low
2399,72.998505,3,0.012,Low-High
2400,99.823181,19,0.002,High-High
2401,89.475586,0,0.002,High-Low
2402,63.46204,1,0.092,Low-Low
2403,65.148361,0,0.028,Low-Low
2404,86.352577,1,0.036,High-Low
2405,99.929955,18,0.002,High-High
2406,100,11,0.002,High-High
2407,81.942001,0,0.034,High-Low
2408,100,12,0.002,High-High
2409,78.892128,1,0.966,Not Significant
2410,67.41777,0,0.038,Low-Low
2411,69.138672,2,0.796,Not Significant
2412,78.764359,1,0.86,Not Significant
2413,84.063095,0,0.026,High-Low
2414,83.932724,0,0.048,High-Low
2415,75.596298,0,0.332,Not Significant
2416,81.914452,2,0.692,Not Significant
2417,73.924431,1,0.556,Not Significant
2418,66.917747,0,0.044,Low-Low
2419,98.783737,0,0.002,High-Low
2420,83.888702,0,0.112,Not Significant
2421,85.066757,0,0.012,High-Low
2422,65.765396,0,0.038,Low-Low
2423,87.970741,2,0.39,Not Significant
2424,69.878059,1,0.362,Not Significant
2425,72.987396,1,0.406,Not Significant
2426,63.259827,0,0.01,Low-Low
2427,82.12188,1,0.352,Not Significant
2428,73.181053,0,0.11,Not Significant
2429,73.107178,0,0.218,Not Significant
2430,91.553291,8,0.004,High-High
2431,100,19,0.002,High-High
2432,93.006615,0,0.006,High-Low
2433,98.725258,0,0.002,High-Low
2434,94.318161,2,0.488,Not Significant
2435,85.684677,2,0.254,Not Significant
2436,68.362633,0,0.05,Low-Low
2437,67.982689,1,0.37,Not Significant
2438,66.397018,0,0.034,Low-Low
2439,73.220505,0,0.222,Not Significant
2440,75.807671,0,0.33,Not Significant
2441,73.867722,0,0.186,Not Significant
2442,80.940315,0,0.19,Not Significant
2443,99.987328,11,0.002,High-High
2444,78.447754,0,0.73,Not Significant
2445,100,11,0.002,High-High
2446,85.480896,0,0.022,High-Low
2447,87.454712,1,0.054,High-Low
2448,75.883507,1,0.78,Not Significant
2449,73.63073,0,0.158,Not Significant
2450,51.19643,0,0.01,Low-Low
2451,90.327255,1,0.012,High-Low
2452,60.808376,1,0.136,Not Significant
2453,77.758514,1,0.866,Not Significant
2454,66.691597,0,0.04,Low-Low
2455,90.302879,1,0.032,High-Low
2456,92.646416,2,0.18,Not Significant
2457,67.464088,1,0.268,Not Significant
2458,79.454231,0,0.728,Not Significant
2459,71.925285,0,0.16,Not Significant
2460,93.40168,2,0.464,Not Significant
2461,87.083237,1,0.104,Not Significant
2462,82.838745,1,0.264,Not Significant
2463,96.115822,18,0.002,High-High
2464,99.988701,11,0.002,High-High
2465,88.728195,6,0.008,High-High
2466,99.960754,17,0.002,High-High
2467,87.02533,0,0.004,High-Low
2468,73.323273,5,0.002,Low-High
2469,65.892403,0,0.04,Low-Low
2470,74.93145,0,0.296,Not Significant
2471,90.440041,1,0.164,Not Significant
2472,74.936081,0,0.19,Not Significant
2473,87.543274,1,0.016,High-Low
2474,78.504631,0,0.826,Not Significant
2475,72.042969,0,0.154,Not Significant
2476,66.232925,0,0.03,Low-Low
2477,87.144714,0,0.006,High-Low
2478,99.053795,0,0.002,High-Low
2479,76.429337,0,0.52,Not Significant
2480,76.075035,1,0.64,Not Significant
2481,87.052185,0,0.006,High-Low
2482,96.034645,2,0.572,Not Significant
2483,57.138985,0,0.016,Low-Low
2484,78.491226,3,0.34,Not Significant
2485,89.693008,0,0.01,High-Low
2486,69.047104,1,0.268,Not Significant
2487,54.004295,1,0.024,Low-Low
2488,68.587875,0,0.05,Low-Low
2489,70.35656,1,0.284,Not Significant
2490,62.096008,0,0.024,Low-Low
2491,70.790428,1,0.336,Not Significant
2492,99.671707,10,0.002,High-High
2493,82.90937,1,0.252,Not Significant
2494,69.211838,0,0.058,Low-Low
2495,100,11,0.002,High-High
2496,80.478256,0,0.452,Not Significant
2497,77.417137,0,0.622,Not Significant
2498,81.086037,0,0.386,Not Significant
2499,69.95182,0,0.062,Low-Low
2500,85.358528,1,0.12,Not Significant
2501,88.257767,0,0.004,High-Low
2502,63.790001,0,0.024,Low-Low
2503,80.017632,1,0.81,Not Significant
2504,59.980808,0,0.012,Low-Low
2505,100,12,0.002,High-High
2506,76.287506,1,0.776,Not Significant
2507,84.088829,0,0.052,High-Low
2508,68.290634,1,0.21,Not Significant
2509,97.890244,9,0.002,High-High
2510,62.255501,0,0.024,Low-Low
2511,78.872269,0,0.878,Not Significant
2512,85.319168,1,0.12,Not Significant
2513,100,11,0.002,High-High
2514,62.59354,1,0.182,Not Significant
2515,90.184303,0,0.002,High-Low
2516,94.759697,3,0.02,High-High
2517,72.520088,0,0.122,Not Significant
2518,53.987419,0,0.014,Low-Low
2519,88.077797,1,0.096,High-Low
2520,81.518387,0,0.174,Not Significant
2521,93.983322,0,0.002,High-Low
2522,93.221558,0,0.002,High-Low
2523,80.36187,0,0.412,Not Significant
2524,66.665771,0,0.044,Low-Low
2525,73.453362,0,0.25,Not Significant
2526,91.192101,0,0.004,High-Low
2527,84.340302,1,0.182,Not Significant
2528,83.211067,0,0.09,High-Low
2529,80.43026,0,0.242,Not Significant
2530,72.682198,1,0.446,Not Significant
2531,68.097862,0,0.046,Low-Low
2532,81.456551,1,0.166,Not Significant
2533,97.33754,1,0.028,High-Low
2534,96.673317,0,0.002,High-Low
2535,88.251884,0,0.002,High-Low
2536,66.989296,0,0.044,Low-Low
2537,94.640533,1,0.014,High-Low
2538,87.439911,1,0.08,High-Low
2539,99.998108,20,0.002,High-High
2540,93.90493,0,0.002,High-Low
2541,79.816109,1,0.43,Not Significant
2542,59.772018,0,0.012,Low-Low
2543,74.128616,1,0.536,Not Significant
2544,100,19,0.002,High-High
2545,95.245575,5,0.008,High-High
2546,55.366089,0,0.004,Low-Low
2547,73.126404,2,0.448,Not Significant
2548,86.8638,2,0.078,High-Low
2549,72.615746,2,0.976,Not Significant
2550,69.986343,1,0.33,Not Significant
2552,78.039757,0,0.854,Not Significant
2554,99.968475,19,0.002,High-High
2555,81.018127,0,0.272,Not Significant
2556,64.672714,0,0.058,Low-Low
2557,90.825447,0,0.004,High-Low
2558,83.641602,0,0.064,High-Low
2559,86.384758,0,0.004,High-Low
2560,66.15226,0,0.062,Low-Low
2561,88.143242,0,0.004,High-Low
2562,77.797707,0,0.79,Not Significant
2563,78.086838,0,0.816,Not Significant
2564,90.167038,1,0.014,High-Low
2565,56.567596,0,0.012,Low-Low
2566,63.141911,1,0.052,Low-Low
2567,61.970837,1,0.15,Not Significant
2568,93.107826,1,0.018,High-Low
2569,88.884003,0,0.004,High-Low
2570,61.998985,0,0.026,Low-Low
2571,85.656715,0,0.004,High-Low
2572,99.200378,10,0.002,High-High
2573,87.649345,0,0.008,High-Low
2574,76.855873,0,0.462,Not Significant
2575,89.628792,1,0.072,High-Low
2576,85.913712,0,0.06,High-Low
2577,78.905334,1,0.984,Not Significant
2578,66.424507,1,0.172,Not Significant
2579,69.347694,0,0.038,Low-Low
2580,78.516678,1,0.964,Not Significant
2581,62.066479,1,0.112,Not Significant
2582,97.480553,18,0.002,High-High
2583,97.65773,3,0.022,High-High
2584,50.037991,0,0.008,Low-Low
2585,73.495026,0,0.152,Not Significant
2586,58.107346,1,0.048,Low-Low
2587,89.594978,0,0.002,High-Low
2588,73.955704,2,0.044,Low-High
2589,57.637043,0,0.014,Low-Low
2590,63.179974,0,0.042,Low-Low
2591,83.535988,0,0.054,High-Low
2592,66.584534,0,0.052,Low-Low
2593,100,19,0.002,High-High
2594,84.989044,0,0.01,High-Low
2595,89.310509,3,0.08,High-High
2596,70.926186,0,0.074,Low-Low
2597,69.759384,0,0.1,Low-Low
2598,95.318871,2,0.586,Not Significant
2599,73.191162,0,0.214,Not Significant
2600,70.621559,0,0.074,Low-Low
2601,70.995094,0,0.084,Low-Low
2602,98.325722,0,0.002,High-Low
2603,94.496246,0,0.002,High-Low
2604,65.32029,0,0.03,Low-Low
2605,87.874977,2,0.754,Not Significant
2606,72.879135,2,0.964,Not Significant
2607,72.79361,0,0.134,Not Significant
2608,87.181671,1,0.082,High-Low
2609,62.002819,0,0.014,Low-Low
2610,76.091537,0,0.428,Not Significant
2611,65.258064,0,0.024,Low-Low
2612,81.423866,0,0.274,Not Significant
2613,81.572029,1,0.348,Not Significant
2614,77.713753,1,0.486,Not Significant
2615,99.824913,11,0.002,High-High
2616,96.779984,7,0.002,High-High
2617,72.805321,0,0.082,Low-Low
2618,55.916164,1,0.254,Not Significant
2619,84.524612,0,0.02,High-Low
2620,74.794342,0,0.202,Not Significant
2621,97.807632,2,0.386,Not Significant
2622,71.546524,3,0.01,Low-High
2623,75.584076,0,0.602,Not Significant
2624,99.987534,12,0.002,High-High
2625,85.895134,0,0.006,High-Low
2626,78.74295,1,0.938,Not Significant
2627,89.932098,1,0.03,High-Low
2628,73.5522,1,0.432,Not Significant
2629,77.333961,0,0.386,Not Significant
2630,85.396919,1,0.086,High-Low
2631,37.063629,0,0.002,Low-Low
2632,100,11,0.002,High-High
2633,82.830086,0,0.096,High-Low
2634,89.698189,2,0.646,Not Significant
2635,72.573929,1,0.546,Not Significant
2636,94.067146,1,0.006,High-Low
2637,73.476936,0,0.23,Not Significant
2638,89.654671,0,0.002,High-Low
2639,99.988701,11,0.002,High-High
2640,69.329575,0,0.046,Low-Low
2641,90.080666,2,0.622,Not Significant
2642,90.54425,1,0.004,High-Low
2643,79.042137,0,0.334,Not Significant
2644,93.146141,1,0.028,High-Low
2645,71.016411,0,0.128,Not Significant
2646,64.234039,1,0.058,Low-Low
2647,86.872856,1,0.032,High-Low
2648,68.782661,0,0.048,Low-Low
2649,47.694057,0,0.008,Low-Low
2650,65.047058,0,0.026,Low-Low
2651,75.642677,0,0.366,Not Significant
2652,86.615166,0,0.008,High-Low
2653,85.432068,1,0.12,Not Significant
2654,94.224236,0,0.002,High-Low
2655,63.776711,1,0.082,Low-Low
2656,93.412918,0,0.002,High-Low
2657,100,19,0.002,High-High
2658,92.700089,0,0.002,High-Low
2659,60.462231,0,0.028,Low-Low
2660,74.693893,0,0.392,Not Significant
2661,90.349251,1,0.018,High-Low
2662,76.565918,0,0.196,Not Significant
2663,81.852173,0,0.514,Not Significant
2664,61.07608,1,0.05,Low-Low
2665,61.291393,0,0.022,Low-Low
2666,90.963562,1,0.022,High-Low
2667,99.381927,1,0.006,High-Low
2668,73.107674,0,0.25,Not Significant
2669,78.452354,0,0.71,Not Significant
2670,77.711594,1,0.852,Not Significant
2671,83.613617,0,0.06,High-Low
2672,91.027534,0,0.002,High-Low
2673,72.168671,0,0.108,Not Significant
2674,78.538704,0,0.528,Not Significant
2675,70.924408,0,0.066,Low-Low
2676,83.158905,2,0.948,Not Significant
2677,68.026207,0,0.058,Low-Low
2678,88.953537,1,0.234,Not Significant
2679,58.959087,1,0.11,Not Significant
2680,91.901642,0,0.002,High-Low
2681,71.750198,1,0.334,Not Significant
2682,58.702644,0,0.024,Low-Low
2683,95.382797,2,0.672,Not Significant
2684,93.254456,3,0.106,Not Significant
2685,90.775864,1,0.034,High-Low
2686,89.883278,0,0.004,High-Low
2687,96.878761,1,0.004,High-Low
2688,62.873737,0,0.016,Low-Low
2689,73.683426,1,0.496,Not Significant
2690,84.011726,1,0.066,High-Low
2691,99.986687,20,0.002,High-High
2692,73.528572,1,0.316,Not Significant
2694,99.850784,13,0.002,High-High
2695,74.83387,0,0.262,Not Significant
2696,74.749123,0,0.336,Not Significant
2697,78.910912,0,0.97,Not Significant
2698,85.77887,0,0.012,High-Low
2699,70.642448,0,0.072,Low-Low
2700,67.670197,3,0.054,Low-High
2701,65.664886,0,0.048,Low-Low
2702,85.260689,0,0.008,High-Low
2703,65.69413,1,0.206,Not Significant
2704,68.520767,0,0.044,Low-Low
2705,90.670631,2,0.348,Not Significant
2706,85.954597,0,0.002,High-Low
2707,63.747307,0,0.028,Low-Low
2708,73.113464,1,0.35,Not Significant
2709,85.302727,0,0.008,High-Low
2710,75.818573,0,0.438,Not Significant
2711,78.939041,0,0.838,Not Significant
2712,84.925896,0,0.006,High-Low
2713,72.965302,1,0.64,Not Significant
2714,85.794472,1,0.102,Not Significant
2715,92.276657,1,0.052,High-Low
2716,73.824219,0,0.182,Not Significant
2717,99.974358,12,0.002,High-High
2718,77.670212,1,0.738,Not Significant
2719,72.149338,0,0.096,Low-Low
2720,84.661621,0,0.024,High-Low
2721,83.823708,1,0.162,Not Significant
2722,85.980751,0,0.004,High-Low
2723,47.895046,0,0.002,Low-Low
2724,66.11084,1,0.164,Not Significant
2725,91.56163,0,0.002,High-Low
2726,67.156097,0,0.032,Low-Low
2727,70.998497,2,0.046,Low-High
2728,99.882233,10,0.002,High-High
2729,93.651787,1,0.006,High-Low
2730,92.563301,0,0.002,High-Low
2731,73.297646,1,0.18,Not Significant
2732,87.379593,0,0.006,High-Low
2733,99.844513,18,0.002,High-High
2734,100,12,0.002,High-High
2735,90.964645,1,0.012,High-Low
2736,100,10,0.002,High-High
2737,80.2201,1,0.576,Not Significant
2738,87.094589,3,0.042,High-High
2739,83.636444,1,0.312,Not Significant
2740,85.261147,0,0.01,High-Low
2741,82.227097,1,0.192,Not Significant
2742,76.469391,0,0.402,Not Significant
2743,73.695839,0,0.202,Not Significant
2744,74.845894,1,0.68,Not Significant
2745,61.471653,0,0.016,Low-Low
2746,98.307655,0,0.002,High-Low
2747,74.939926,0,0.25,Not Significant
2748,78.363312,0,0.64,Not Significant
2749,82.144257,0,0.066,High-Low
2750,65.96595,0,0.034,Low-Low
2751,87.597191,0,0.01,High-Low
2752,70.148674,1,0.292,Not Significant
2753,72.915535,1,0.406,Not Significant
2754,63.325562,0,0.01,Low-Low
2755,80.55658,1,0.414,Not Significant
2756,70.579872,0,0.056,Low-Low
2757,73.727608,0,0.19,Not Significant
2758,74.49585,0,0.17,Not Significant
2759,100,19,0.002,High-High
2760,96.44548,0,0.002,High-Low
2761,82.385704,2,0.892,Not Significant
2762,81.172241,0,0.224,Not Significant
2763,69.399445,0,0.074,Low-Low
2764,63.619732,0,0.052,Low-Low
2765,63.720932,0,0.03,Low-Low
2766,77.211441,1,0.866,Not Significant
2767,75.611282,0,0.336,Not Significant
2768,81.817535,1,0.19,Not Significant
2769,73.189156,0,0.16,Not Significant
2770,81.092201,0,0.204,Not Significant
2771,79.490959,0,0.964,Not Significant
2772,84.070267,0,0.016,High-Low
2773,75.809433,1,0.774,Not Significant
2774,75.00486,0,0.27,Not Significant
2775,51.349564,0,0.008,Low-Low
2776,86.425995,0,0.002,High-Low
2777,59.473137,1,0.108,Not Significant
2778,52.453022,0,0.006,Low-Low
2779,89.307716,1,0.046,High-Low
2780,95.426888,3,0.074,High-High
2781,93.579453,2,0.482,Not Significant
2782,86.835785,1,0.084,High-Low
2783,99.988701,11,0.002,High-High
2784,91.296219,0,0.004,High-Low
2785,89.919617,0,0.016,High-Low
2786,56.749535,0,0.004,Low-Low
2787,99.960754,16,0.002,High-High
2788,66.503113,0,0.03,Low-Low
2789,73.396454,0,0.11,Not Significant
2790,88.692345,1,0.016,High-Low
2791,98.999687,0,0.008,High-Low
2792,66.81459,0,0.07,Low-Low
2793,89.115623,0,0.004,High-Low
2794,78.420212,0,0.718,Not Significant
2795,72.123207,0,0.084,Low-Low
2796,60.207104,0,0.01,Low-Low
2797,89.319351,1,0.042,High-Low
2798,98.981567,1,0.002,High-Low
2799,72.688164,0,0.116,Not Significant
2800,75.675117,0,0.366,Not Significant
2801,91.696754,0,0.002,High-Low
2802,60.307415,0,0.012,Low-Low
